Jucator: 0,name,rating,card_type,position,nation,league,team,PAC,SHO,PAS,DRI,DEF,PHY
3852,Gaku Shibasaki,77,world-cup-player,CDM,Japan,World Cup,Japan,75,67,75,78,73,73
3853,Park Joo Ho,77,world-cup-player,CM,Korea Republic,World Cup,South Korea,73,57,76,74,74,80
3854,James Lawrence,77,world-cup-player,CB,Wales,World Cup,Wales,64,36,68,64,76,79
3855,Abdulrahman Ghareeb,77,world-cup-player,LM,Saudi Arabia,World Cup,Saudi Arabia,92,68,66,80,32,62
3856,Koki Anzai,77,world-cup-player,LB,Japan,World Cup,Japan,92,58,71,72,67,65
3857,Emmanuel Lomotey,77,world-cup-player,CB,Ghana,World Cup,Ghana,74,56,63,67,74,88
3858,Marko Petković,77,world-cup-player,RWB,Serbia,World Cup,Serbia,80,55,68,76,73,77
3859,Morteza Pouraliganji,77,world-cup-player,CB,Iran,World Cup,Iran,77,63,67,75,76,80
3860,Kim Moon Hwan,77,world-cup-player,RB,Korea Republic,World Cup,South Korea,92,61,68,78,68,68
3861,Joaquín Piquerez,77,world-cup-player,LB,Uruguay,World Cup,Uruguay,88,70,76,79,64,79
3862,Kwasi Wriedt,77,world-cup-player,ST,Ghana,World Cup,Ghana,73,75,64,71,37,83
3863,Joe Morrell,77,world-cup-player,CM,Wales,World Cup,Wales,80,55,75,81,63,61
3864,Mohammed Muntari,77,world-cup-player,ST,Qatar,World Cup,Quatar,72,76,56,69,35,78
3865,John Mary,77,world-cup-player,ST,Cameroon,World Cup,Cameroon,71,72,60,71,29,77
3866,Bilel Ifa,77,world-cup-player,CB,Tunisia,World Cup,Tunisia,69,38,60,52,79,79
3867,Ali Lajami,77,world-cup-player,CB,Saudi Arabia,World Cup,Saudi Arabia,84,56,63,68,74,81
3868,Mortadha Ben Ouanes,77,world-cup-player,RM,Tunisia,World Cup,Tunisia,81,68,75,76,72,72
3869,Manfred Ugalde,77,world-cup-player,ST,Costa Rica,World Cup,Costa Rica,88,76,61,77,36,58
3870,Mohammed Waad,77,world-cup-player,CDM,Qatar,World Cup,Quatar,79,65,69,70,74,81
3871,Albian Ajeti,77,world-cup-player,ST,Switzerland,World Cup,Switzerland,78,76,61,73,34,74
3872,Abdullah Madu,77,world-cup-player,CB,Saudi Arabia,World Cup,Saudi Arabia,51,33,52,48,75,84
3873,Junior Adamu,77,team-of-the-week,ST,Austria,Österreichische Fußball-Bundesliga,RB Salzburg,90,78,61,76,31,77
3874,Tom Bradshaw,77,team-of-the-week,ST,Wales,EFL Championship,Millwall,86,77,60,77,38,77
3875,Scott Hogan,77,team-of-the-week,ST,Republic of Ireland,EFL Championship,Birmingham City,88,75,60,76,38,68
3876,Mario Balotelli,77,common,ST,Italy,Credit Suisse Super League,FC Sion,66,81,72,76,25,78
3877,Michy Batshuayi,77,common,ST,Belgium,Süper Lig,Fenerbahçe,74,78,59,76,33,73
3878,Callum Hudson-Odoi,77,common,LW,England,Bundesliga,Leverkusen,81,68,74,82,48,59
3879,Mauro Icardi,77,common,ST,Argentina,Süper Lig,Galatasaray,62,77,64,72,35,68
3880,Umar Sadiq,77,common,ST,Nigeria,LaLiga Santander,Real Sociedad,84,76,60,72,30,76
3881,Kasper Dolberg,77,common,ST,Denmark,LaLiga Santander,Sevilla FC,71,80,67,76,30,68
3882,Dele Alli,77,common,CAM,England,Süper Lig,Beşiktaş,65,77,75,78,64,71
3883,Daniel James,77,rare,RM,Wales,Premier League,Fulham,95,70,69,76,47,68
3884,Bryan Gil,77,common,LM,Spain,Premier League,Spurs,77,69,74,82,31,35
3885,Filip Mladenović,77,team-of-the-week,LB,Serbia,PKO Bank Polski Ekstraklasa,Legia Warszawa,90,72,76,75,71,70
3886,Sergiño Dest,77,rare,RB,United States,Serie A TIM,Milan,86,59,74,81,69,66
3887,Axel Disasi,77,common,CB,France,Ligue 1 Uber Eats,AS Monaco,50,28,51,55,77,82
3888,Wout Faes,77,common,CB,Belgium,Premier League,Leicester City,59,38,55,58,78,77
3889,Abdou Diallo,77,common,CB,Senegal,Bundesliga,RB Leipzig,72,39,71,74,77,76
3890,Johan Mojica,77,common,LB,Colombia,LaLiga Santander,Villarreal CF,88,65,73,72,72,70
3891,Germán,77,common,CB,Spain,LaLiga SmartBank,Racing de Santander,45,40,58,55,79,78
3892,Paulo Oliveira,77,common,CB,Portugal,Liga Portugal,SC Braga,60,35,51,61,79,76
3893,Rob Holding,77,common,CB,England,Premier League,Arsenal,54,34,61,66,78,73
3894,David López,77,common,CDM,Spain,LaLiga Santander,Girona FC,50,58,68,65,78,75
3896,Ismaïla Sarr,77,rare,RM,Senegal,EFL Championship,Watford,94,76,67,80,22,67
3897,Arthur Cabral,77,common,ST,Brazil,Serie A TIM,Fiorentina,73,77,63,73,31,78
3898,Kevin Mbabu,77,rare,RB,Switzerland,Premier League,Fulham,83,51,66,71,73,81
3899,Moses Simon,77,rare,LM,Nigeria,Ligue 1 Uber Eats,FC Nantes,90,70,69,81,33,65
3900,Florian Lejeune,77,common,CB,France,LaLiga Santander,Rayo Vallecano,52,57,62,64,77,72
3901,Emerson,77,common,LB,Italy,Premier League,West Ham,74,63,75,78,73,63
3902,Lutsharel Geertruida,77,common,RB,Netherlands,Eredivisie,Feyenoord,80,52,68,73,76,77
3903,Vitolo,77,common,LM,Spain,LaLiga SmartBank,UD Las Palmas,72,76,76,76,41,70
3904,Iago,77,common,LWB,Brazil,Bundesliga,FC Augsburg,84,58,69,74,72,71
3905,Adam Hložek,77,common,CAM,Czech Republic,Bundesliga,Leverkusen,78,75,72,77,31,79
3906,Franck Honorat,77,common,LM,France,Ligue 1 Uber Eats,Stade Brestois 29,81,75,71,77,47,61
3907,Taiwo Awoniyi,77,common,ST,Nigeria,Premier League,Nott'm Forest,83,76,59,70,32,80
3908,Musa Barrow,77,common,CF,Gambia,Serie A TIM,Bologna,84,75,69,78,31,63
3909,Hwang Hee Chan,77,common,LW,Korea Republic,Premier League,Wolves,81,75,70,78,28,70
3910,Joachim Andersen,77,common,CB,Denmark,Premier League,Crystal Palace,52,50,68,64,77,80
3911,Petros Mantalos,77,common,CAM,Greece,Hellas Liga,AEK Athens,73,69,78,78,55,63
3912,Burak Yılmaz,77,common,ST,Turkey,Eredivisie,Fortuna Sittard,74,82,68,70,34,77
3913,Davidson,77,common,LM,Brazil,Chinese Football Association Super League,Wuhan Three Towns,81,75,71,80,41,74
3914,Willian Arão,77,common,CDM,Brazil,Süper Lig,Fenerbahçe,73,63,66,69,76,78
3915,Alexander Djiku,77,common,CB,Ghana,Ligue 1 Uber Eats,Strasbourg,69,42,66,69,76,81
3916,Luis Miguel Rodríguez,77,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,Colón,67,79,76,83,43,70
3917,Adrien Thomasson,77,common,CM,France,Ligue 1 Uber Eats,Strasbourg,69,72,77,77,65,70
3918,Flavien Tait,77,common,CM,France,Ligue 1 Uber Eats,Stade Rennais FC,70,71,76,79,67,67
3919,Mohamed Camara,77,rare,CDM,Mali,Ligue 1 Uber Eats,AS Monaco,82,58,68,77,72,77
3920,Roberto Soriano,77,common,CAM,Italy,Serie A TIM,Bologna,68,73,78,79,67,71
3921,Davide Frattesi,77,common,CM,Italy,Serie A TIM,Sassuolo,79,69,76,80,65,69
3922,Angelo Fulgini,77,common,CM,France,Bundesliga,1. FSV Mainz 05,73,70,76,79,69,73
3923,Adrien Tameze,77,common,CM,France,Serie A TIM,Hellas Verona,72,65,73,79,78,75
3924,Fredrik Midtsjø,77,common,CM,Norway,Süper Lig,Galatasaray,76,63,76,77,72,78
3925,Mislav Oršić,77,common,LW,Croatia,Liga Hrvatska,Dinamo Zagreb,88,80,71,75,56,61
3926,Riechedly Bazoer,77,rare,CM,Netherlands,Eredivisie,AZ,71,68,77,78,73,77
3927,Khéphren Thuram,77,common,CM,France,Ligue 1 Uber Eats,OGC Nice,74,69,74,77,75,77
3928,Alex Oxlade-Chamberlain,77,rare,CM,England,Premier League,Liverpool,80,74,76,81,67,74
3929,Hugo Mallo,77,common,RB,Spain,LaLiga Santander,RC Celta,64,39,68,67,75,73
3930,Vitor Hugo,77,common,CB,Brazil,Süper Lig,Trabzonspor,66,33,45,50,79,80
3931,Domingos Duarte,77,common,CB,Portugal,LaLiga Santander,Getafe CF,52,35,58,53,79,78
3932,Christoph Kramer,77,common,CDM,Germany,Bundesliga,M'gladbach,42,50,70,71,76,73
3933,Montoro,77,common,CDM,Spain,LaLiga SmartBank,R. Oviedo,38,65,72,70,75,68
3935,Carlos Izquierdoz,77,common,CB,Argentina,LaLiga SmartBank,R. Sporting,50,54,54,54,78,82
3936,Ademola Lookman,77,rare,LM,England,Serie A TIM,Bergamo Calcio,85,73,68,82,29,60
3937,Nicolas Pallois,77,common,CB,France,Ligue 1 Uber Eats,FC Nantes,37,54,61,61,77,84
3938,Stephy Mavididi,77,common,LM,England,Ligue 1 Uber Eats,Montpellier,88,76,69,77,28,68
3939,Demarai Gray,77,rare,LM,England,Premier League,Everton,86,76,69,81,37,58
3940,Valentin Rosier,77,rare,RB,France,Süper Lig,Beşiktaş,84,52,65,77,72,75
3941,Isi,77,common,RM,Spain,LaLiga Santander,Rayo Vallecano,84,73,72,80,39,63
3942,Giovanni Reyna,77,common,CAM,United States,Bundesliga,Borussia Dortmund,78,71,74,82,36,71
3943,Christopher Trimmel,77,common,RWB,Austria,Bundesliga,Union Berlin,72,65,73,68,74,80
3944,Hugo Duro,77,common,ST,Spain,LaLiga Santander,Valencia CF,75,76,67,76,44,67
3945,Darío Benedetto,77,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,Boca Juniors,75,79,69,75,38,70
3946,Silvan Widmer,77,common,RWB,Switzerland,Bundesliga,1. FSV Mainz 05,78,62,72,74,72,79
3947,Gelson Martins,77,rare,RM,Portugal,Ligue 1 Uber Eats,AS Monaco,90,70,69,81,51,59
3948,Bruma,77,rare,LW,Portugal,Süper Lig,Fenerbahçe,90,71,69,83,32,63
3949,Noni Madueke,77,common,RW,England,Eredivisie,PSV,90,71,68,82,36,62
3950,Kévin Gameiro,77,common,ST,France,Ligue 1 Uber Eats,Strasbourg,78,77,73,75,41,66
3951,Johan Mojica,77,nif,LB,Colombia,LaLiga Santander,Villarreal CF,88,65,73,72,72,70
3952,Daniel James,77,nif,RM,Wales,Premier League,Fulham,95,70,69,76,47,68
3953,İrfan Can Kahveci,77,common,CAM,Turkey,Süper Lig,Fenerbahçe,74,71,79,80,58,65
3954,Dele Alli,77,nif,CAM,England,Süper Lig,Beşiktaş,65,77,75,78,64,71
3955,Unai Vencedor,77,common,CM,Spain,LaLiga Santander,Athletic Club,62,70,75,76,74,74
3956,Tuta,77,common,CB,Brazil,Bundesliga,Frankfurt,70,49,65,70,77,76
3957,Anastasios Bakasetas,77,common,CAM,Greece,Süper Lig,Trabzonspor,71,78,77,76,56,74
3958,Capa,77,rare,RB,Spain,LaLiga Santander,Athletic Club,79,64,74,74,73,85
3959,Ivan Toney,77,common,ST,England,Premier League,Brentford,78,76,63,73,49,82
3960,Abdou Diallo,77,nif,CB,Senegal,Bundesliga,RB Leipzig,72,39,71,74,77,76
3961,Darko Lazović,77,common,LM,Serbia,Serie A TIM,Hellas Verona,85,69,74,78,65,63
3962,Moussa Sissoko,77,common,CDM,France,Ligue 1 Uber Eats,FC Nantes,70,61,72,75,74,86
3963,Suat Serdar,77,common,CM,Germany,Bundesliga,Hertha Berlin,67,71,71,81,73,79
3964,Niklas Dorsch,77,common,CDM,Germany,Bundesliga,FC Augsburg,72,72,74,78,73,73
3965,Paulo Díaz,77,conmebol-libertadores,CB,Chile,CONMEBOL Libertadores,River Plate,74,57,69,71,75,82
3966,Matt Targett,77,common,LB,England,Premier League,Newcastle Utd,69,47,72,72,74,69
3967,Habib Diallo,77,common,ST,Senegal,Ligue 1 Uber Eats,Strasbourg,71,76,59,72,23,73
3968,Dan Burn,77,common,CB,England,Premier League,Newcastle Utd,47,33,65,63,77,80
3969,Mauro Icardi,77,nif,ST,Argentina,Ligue 1 Uber Eats,Paris SG,62,77,64,72,35,68
3970,Fábio Vieira,77,common,CAM,Portugal,Premier League,Arsenal,75,71,77,77,40,52
3971,Marvin Friedrich,77,common,CB,Germany,Bundesliga,M'gladbach,63,41,57,53,79,76
3972,Pavel Kadeřábek,77,common,RWB,Czech Republic,Bundesliga,TSG Hoffenheim,74,44,72,72,72,78
3973,Benjamin Henrichs,77,common,RWB,Germany,Bundesliga,RB Leipzig,71,53,72,76,74,70
3974,Karim Rekik,77,common,CB,Netherlands,LaLiga Santander,Sevilla FC,64,39,60,63,76,75
3975,Diego Godín,77,conmebol-libertadores,CB,Uruguay,CONMEBOL Libertadores,Vélez Sarsfield,54,48,62,61,76,77
3976,Stevan Jovetić,77,common,ST,Montenegro,Bundesliga,Hertha Berlin,62,79,76,79,35,60
3977,Ritsu Doan,77,common,RM,Japan,Bundesliga,SC Freiburg,79,71,73,81,40,59
3978,Ludwig Augustinsson,77,common,LB,Sweden,Premier League,Aston Villa,64,62,77,74,74,70
3979,Patson Daka,77,rare,ST,Zambia,Premier League,Leicester City,90,78,60,75,24,70
3980,Max Kilman,77,common,CB,England,Premier League,Wolves,61,42,63,63,78,78
3981,Umar Sadiq,77,nif,ST,Nigeria,LaLiga Santander,Real Sociedad,84,76,60,72,30,76
3982,Brais Méndez,77,common,RM,Spain,LaLiga Santander,Real Sociedad,69,73,77,75,56,64
3983,Gustavo Bou,77,common,ST,Argentina,Major League Soccer,New England,76,79,69,76,33,71
3984,Dani Ceballos,77,common,CM,Spain,LaLiga Santander,Real Madrid,58,68,77,82,66,66
3985,Kelechi Iheanacho,77,common,ST,Nigeria,Premier League,Leicester City,73,79,70,77,38,70
3986,Alberto Moreno,77,common,LB,Spain,LaLiga Santander,Villarreal CF,81,69,72,77,70,69
3987,Igor Coronado,77,rare,CAM,Brazil,Rest of World,Al Ittihad,80,75,75,82,49,61
3988,Jonas Svensson,77,rare,RB,Norway,Süper Lig,Adana Demirspor,81,60,70,75,72,81
3989,Rochina,77,common,RM,Spain,LaLiga SmartBank,Granada CF,68,77,78,80,54,66
3990,Cristhian Stuani,77,common,ST,Uruguay,LaLiga Santander,Girona FC,67,79,69,70,48,84
3991,Stephan El Shaarawy,77,common,LW,Italy,Serie A TIM,Roma FC,86,74,74,78,46,61
3992,Manuel Ugarte,77,common,CM,Uruguay,Liga Portugal,Sporting CP,72,63,71,77,73,76
3993,Ben Godfrey,77,rare,CB,England,Premier League,Everton,82,44,61,65,76,80
3994,Kouadio Manu Koné,77,common,CM,France,Bundesliga,M'gladbach,71,69,74,81,69,70
3995,Mykola Shaparenko,77,common,CM,Ukraine,Ukrayina Liha,Dynamo Kyiv,77,72,76,78,65,68
3996,Andrija Živković,77,common,RW,Serbia,Hellas Liga,PAOK,80,73,74,81,55,61
3997,Yussuf Poulsen,77,common,ST,Denmark,Bundesliga,RB Leipzig,78,71,67,74,56,82
3998,Olivier Boscagli,77,common,CB,France,Eredivisie,PSV,73,49,74,74,77,75
3999,Breel Embolo,77,common,ST,Switzerland,Ligue 1 Uber Eats,AS Monaco,84,75,70,74,51,82
4000,Pepê,77,common,LM,Brazil,Liga Portugal,FC Porto,85,66,68,80,32,53
4001,Wout Faes,77,nif,CB,Belgium,Premier League,Leicester City,59,38,55,58,78,77
4002,Negredo,77,common,ST,Spain,LaLiga Santander,Cádiz CF,53,80,64,70,36,76
4003,Mohammed Salisu,77,common,CB,Ghana,Premier League,Southampton,69,36,51,55,79,80
4004,Franck Ribéry,77,common,CF,France,Serie A TIM,Salernitana,68,72,80,82,30,53
4005,Jonjo Shelvey,77,common,CM,England,Premier League,Newcastle Utd,40,71,80,72,62,74
4006,Pedro Chirivella,77,common,CDM,Spain,Ligue 1 Uber Eats,FC Nantes,59,54,73,74,70,70
4007,Danilo,77,common,LB,Brazil,Bundesliga,VfL Bochum,68,59,67,77,76,70
4008,Merih Demiral,77,common,CB,Turkey,Serie A TIM,Bergamo Calcio,73,39,47,60,79,80
4009,Illarramendi,77,common,CM,Spain,LaLiga Santander,Real Sociedad,42,69,76,76,75,67
4010,Miguel Veloso,77,common,CM,Portugal,Serie A TIM,Hellas Verona,44,70,82,76,66,67
4011,Nani,77,common,LM,Portugal,A-League,Melb. Victory,69,75,79,80,37,66
4012,De Frutos,77,common,RM,Spain,LaLiga SmartBank,Levante UD,82,70,74,78,41,61
4013,Mario Balotelli,77,nif,ST,Italy,Credit Suisse Super League,FC Sion,66,81,72,76,25,78
4014,Matt Doherty,77,common,RWB,Republic of Ireland,Premier League,Spurs,68,65,73,73,74,75
4015,Benoît Badiashile,77,common,CB,France,Ligue 1 Uber Eats,AS Monaco,61,47,67,60,78,76
4016,Jack Harrison,77,common,LM,England,Premier League,Leeds United,80,72,71,79,49,69
4017,Nico Elvedi,77,common,CB,Switzerland,Bundesliga,M'gladbach,70,39,64,68,78,78
4018,Rodrigo,77,common,CAM,Spain,Premier League,Leeds United,77,77,76,78,45,69
4019,Ihlas Bebou,77,rare,ST,Togo,Bundesliga,TSG Hoffenheim,89,75,68,79,34,65
4020,Valentin Castellanos,77,common,ST,Argentina,LaLiga Santander,Girona FC,78,77,68,73,41,76
4021,Sebastián Villa,77,conmebol-libertadores,LW,Colombia,CONMEBOL Libertadores,Boca Juniors,94,73,69,78,32,67
4022,Andrés Guardado,77,common,CDM,Mexico,LaLiga Santander,Real Betis,61,68,79,79,71,68
4023,Giulio Maggiore,77,common,CM,Italy,Serie A TIM,Salernitana,74,62,71,76,72,72
4024,Fabian Schär,77,common,CB,Switzerland,Premier League,Newcastle Utd,51,67,70,67,78,74
4025,Matteo Pessina,77,common,CAM,Italy,Serie A TIM,AC Monza,72,71,75,77,71,71
4026,Matías Suárez,77,conmebol-libertadores,ST,Argentina,CONMEBOL Libertadores,River Plate,75,76,75,83,47,69
4027,Milton Casco,77,conmebol-libertadores,LB,Argentina,CONMEBOL Libertadores,River Plate,83,68,76,80,69,79
4028,Moussa Marega,77,rare,ST,Mali,Rest of World,Al Hilal,89,76,65,68,39,89
4029,Salem Al Dawsari,77,rare,LW,Saudi Arabia,Rest of World,Al Hilal,84,73,69,81,52,79
4030,Germán Pezzella,77,common,CB,Argentina,LaLiga Santander,Real Betis,50,49,49,56,79,71
4031,Issa Diop,77,common,CB,France,Premier League,Fulham,62,36,52,56,78,78
4032,Yerry Mina,77,common,CB,Colombia,Premier League,Everton,37,54,59,58,78,77
4033,Gorosabel,77,common,RB,Spain,LaLiga Santander,Real Sociedad,75,46,71,72,75,67
4034,Jean-David Beauguel,77,common,ST,France,Rest of World,Al Wehda,68,75,53,71,32,80
4035,Oliver Skipp,77,common,CDM,England,Premier League,Spurs,65,47,68,71,75,71
4036,Dyego Sousa,77,common,ST,Portugal,LaLiga Santander,UD Almería,57,79,62,74,30,84
4037,Ruben Aguilar,77,common,RB,France,Ligue 1 Uber Eats,AS Monaco,73,53,71,75,73,76
4038,Michy Batshuayi,77,nif,ST,Belgium,Premier League,Chelsea,74,78,59,76,33,73
4039,Bruno Viana,77,common,CB,Brazil,Chinese Football Association Super League,Wuhan FC,67,42,56,57,78,81
4040,Sofiane Boufal,77,common,CF,Morocco,Ligue 1 Uber Eats,Angers SCO,79,71,75,84,30,56
4041,Galeno,77,rare,LM,Brazil,Liga Portugal,FC Porto,90,72,66,82,32,66
4042,Pascal Groß,77,common,CM,Germany,Premier League,Brighton,50,74,81,75,58,72
4043,Stefan Lainer,77,common,RB,Austria,Bundesliga,M'gladbach,74,63,67,70,73,80
4044,Deniz Undav,77,common,ST,Germany,Premier League,Brighton,68,80,71,75,32,76
4045,Fidel,77,common,LM,Spain,LaLiga Santander,Elche CF,72,72,77,75,54,64
4046,Konstantinos Tsimikas,77,common,LB,Greece,Premier League,Liverpool,80,57,72,75,72,75
4047,Jordan Ferri,77,common,CDM,France,Ligue 1 Uber Eats,Montpellier,57,65,76,74,70,74
4048,Damián Suárez,77,common,RB,Uruguay,LaLiga Santander,Getafe CF,69,69,72,73,75,75
4049,Gonzalo Plata,77,rare,RM,Ecuador,LaLiga Santander,R. Valladolid CF,88,69,70,82,43,64
4050,De Marcos,77,common,RB,Spain,LaLiga Santander,Athletic Club,78,64,73,72,72,76
4051,Sergino Dest,77,nif,RB,United States,Serie A TIM,Milan,86,59,74,81,69,66
4052,Philipp Max,77,common,LB,Germany,Eredivisie,PSV,78,65,77,75,70,74
4053,Jan Kuchta,77,common,ST,Czech Republic,Česká Liga,Sparta Praha,79,75,65,74,35,82
4054,Maxence Lacroix,77,rare,CB,France,Bundesliga,VfL Wolfsburg,87,33,55,67,78,77
4055,Jérémie Boga,77,common,LW,Ivory Coast,Serie A TIM,Bergamo Calcio,85,73,72,81,37,63
4056,Saša Lukić,77,common,CM,Serbia,Serie A TIM,Torino,60,68,77,78,69,72
4057,Callum Hudson-Odoi,77,nif,LW,England,Bundesliga,Leverkusen,81,68,74,82,48,59
4058,Rasmus Kristensen,77,rare,RB,Denmark,Premier League,Leeds United,80,67,71,72,73,82
4059,Gaetano Castrovilli,77,common,CM,Italy,Serie A TIM,Fiorentina,74,65,75,82,66,68
4060,Lucas Boyé,77,common,ST,Argentina,LaLiga Santander,Elche CF,70,78,64,78,49,80
4061,Romain Saïss,77,common,CB,Morocco,Süper Lig,Beşiktaş,61,56,70,66,77,79
4062,Matias Vecino,77,common,CM,Uruguay,Serie A TIM,Latium,62,71,74,76,75,76
4063,Marko Livaja,77,rare,CF,Croatia,Liga Hrvatska,Hajduk Split,78,77,71,79,38,81
4064,Rade Krunić,77,common,CM,Bosnia Herzegovina,Serie A TIM,Milan,67,73,76,77,72,72
4065,Marius Wolf,77,common,RM,Germany,Bundesliga,Borussia Dortmund,83,71,71,74,66,77
4066,Jordan Teze,77,rare,CB,Netherlands,Eredivisie,PSV,81,48,65,68,77,79
4067,Callum McGregor,77,rare,CDM,Scotland,cinch Premiership,Celtic,78,73,75,78,70,75
4068,Gedson Fernandes,77,rare,CM,Portugal,Süper Lig,Beşiktaş,79,74,75,78,71,75
4069,Dávid Hancko,77,rare,CB,Slovakia,Eredivisie,Feyenoord,78,61,69,70,77,79
4070,Pablo Ibáñez,76,domestic-man-of-the-match,CM,Spain,LaLiga Santander,CA Osasuna,70,65,76,75,74,72
4071,Alexander Bernhardsson,76,team-of-the-week,RW,Sweden,Allsvenskan,IF Elfsborg,95,70,74,76,60,74
4072,Rômulo,76,team-of-the-week,RW,Brazil,Chinese Football Association Super League,Rongcheng FC,85,72,77,78,60,74
4073,Serhou Guirassy,76,common,ST,Guinea,Bundesliga,VfB Stuttgart,68,75,66,75,38,75
4074,Tom Rogić,76,common,CM,Australia,EFL Championship,West Brom,70,70,74,80,58,73
4075,Bertrand Traoré,76,common,RM,Burkina Faso,Premier League,Aston Villa,77,72,73,81,45,64
4076,Pape Gueye,76,common,CDM,Senegal,LaLiga Santander,Sevilla FC,63,48,66,70,73,79
4077,Tetê,76,common,RW,Brazil,Premier League,Leicester City,82,72,72,79,41,56
4078,Ayoze Pérez,76,common,RW,Spain,LaLiga Santander,Real Betis,76,70,73,80,58,63
4079,Luca Pellegrini,76,common,LB,Italy,Serie A TIM,Latium,84,54,66,75,71,62
4080,Diego Llorente,76,common,CB,Spain,Serie A TIM,Roma FC,67,40,63,68,75,78
4081,Patrick van Aanholt,76,common,LB,Netherlands,Eredivisie,PSV,83,68,72,75,72,73
4082,Haris Seferović,76,common,ST,Switzerland,LaLiga Santander,RC Celta,71,76,67,71,47,83
4083,Roger,76,common,ST,Spain,LaLiga Santander,Cádiz CF,74,78,63,74,41,73
4084,Gonzalo Escalante,76,common,CDM,Argentina,LaLiga Santander,Cádiz CF,63,67,72,71,73,74
4085,Jan Bednarek,76,common,CB,Poland,Premier League,Southampton,48,22,53,55,77,78
4086,Morgan Sanson,76,common,CM,France,Ligue 1 Uber Eats,Strasbourg,69,73,77,75,70,72
4087,Shon Weissman,76,common,ST,Israel,LaLiga SmartBank,Granada CF,75,79,65,69,38,72
4088,Koray Günter,76,common,CB,Germany,Serie A TIM,Sampdoria,62,46,64,65,77,71
4089,Nedim Bajrami,76,common,CAM,Albania,Serie A TIM,Sassuolo,76,68,73,77,59,66
4090,Ivan Ilić,76,common,CM,Serbia,Serie A TIM,Torino,76,71,76,78,69,71
4091,João Victor,76,common,CB,Brazil,Ligue 1 Uber Eats,FC Nantes,78,50,52,57,77,77
4092,Maximilian Philipp,76,common,CF,Germany,Bundesliga,VfL Wolfsburg,76,78,71,78,42,61
4093,Maximilian Philipp,76,common,CF,Germany,Bundesliga,VfL Wolfsburg,76,78,71,78,42,61
4094,Wesley Hoedt,76,common,CB,Netherlands,EFL Championship,Watford,52,46,67,60,76,78
4095,Ashley Westwood,76,common,CDM,England,Major League Soccer,Charlotte FC,56,63,78,73,72,73
4096,Radja Nainggolan,76,rare,CM,Belgium,Calcio B,Spal,68,79,76,74,71,78
4097,Ruud Vormer,76,common,CM,Netherlands,1A Pro League,Zulte Waregem,50,75,79,70,75,75
4098,Martín Ojeda,76,common,RM,Argentina,Major League Soccer,Orlando City,83,76,73,76,34,61
4099,Evander,76,common,CM,Brazil,Major League Soccer,Portland Timbers,73,71,76,80,67,69
4100,Luis Javier Suárez,76,common,ST,Colombia,LaLiga SmartBank,UD Almería,85,77,67,75,40,80
4101,Salem Al Hajri,76,world-cup-player,CDM,Qatar,World Cup,Quatar,68,47,65,66,74,78
4102,Ahmed Suhail,76,world-cup-player,CB,Qatar,World Cup,Quatar,82,55,62,63,72,84
4103,Zobeir Niknafs,76,world-cup-player,CDM,Iran,World Cup,Iran,73,50,66,66,72,81
4104,Mehdi Ghayedi,76,world-cup-player,LW,Iran,World Cup,Iran,87,70,62,76,32,66
4105,Jayden Nelson,76,world-cup-player,LM,Canada,World Cup,Canada,91,71,63,84,56,55
4106,Allan Cruz,76,world-cup-player,CM,Costa Rica,World Cup,Costa Rica,78,70,68,79,71,80
4107,Aref Aghasi,76,world-cup-player,CB,Iran,World Cup,Iran,71,42,53,59,76,74
4108,Pejman Montazeri,76,world-cup-player,CB,Iran,World Cup,Iran,64,27,42,48,77,77
4109,Fahad Al Abdulrahman,76,world-cup-player,LWB,Qatar,World Cup,Quatar,88,44,63,79,68,62
4110,Apostolos Giannou,76,world-cup-player,ST,Australia,World Cup,Australia,68,73,61,71,44,83
4111,Khaled Al Samiri,76,world-cup-player,CM,Saudi Arabia,World Cup,Saudi Arabia,71,59,74,79,71,70
4112,Mohammed Khubrani,76,world-cup-player,CB,Saudi Arabia,World Cup,Saudi Arabia,63,34,48,55,74,82
4113,Jeong Sang Bin,76,world-cup-player,ST,Korea Republic,World Cup,South Korea,92,70,65,77,33,75
4114,Farshad Faraji,76,world-cup-player,CB,Iran,World Cup,Iran,69,50,56,54,77,73
4115,Abdulrasheed Ibrahim,76,world-cup-player,RW,Qatar,World Cup,Quatar,92,68,61,78,42,66
4116,Ariel Lassiter,76,world-cup-player,RM,Costa Rica,World Cup,Costa Rica,91,74,66,75,35,61
4117,Hannibal Mejbri,76,world-cup-player,CAM,Tunisia,World Cup,Tunisia,80,62,74,77,61,68
4118,Ali Al Asmari,76,world-cup-player,CM,Saudi Arabia,World Cup,Saudi Arabia,78,66,70,74,67,81
4119,Abdullah Al Shamekh,76,world-cup-player,LB,Saudi Arabia,World Cup,Saudi Arabia,86,49,65,72,69,75
4120,Rômulo,76,team-of-the-week,RW,Brazil,Chinese Football Association Super League,Rongcheng FC,85,72,77,78,60,74
4121,Charles-Andreas Brym,76,world-cup-player,ST,Canada,World Cup,Canada,81,73,62,75,37,72
4122,Bryan Oviedo,76,world-cup-player,LB,Costa Rica,World Cup,Costa Rica,77,66,71,75,70,71
